incident_id,timestamp,attack_type,affected_systems,severity_level,response_time_min,country,industry,data_compromised,resolution_status,flow_bytes_per_s,flow_packets_per_s,protocol,source_ip,destination_ip,attack_success
INC-10158,2023-03-24 08:25:00,Phishing,IoT Device,Critical,586,USA,Education,230.27,Unresolved,240348.71,7668.75,ICMP,192.168.84.166,10.0.218.201,Yes
INC-10159,2023-07-04 21:51:00,Phishing,IoT Device,High,901,Australia,Government,118.3,Resolved,885250.42,4637.25,TCP,192.168.93.244,10.0.64.166,Yes
INC-10160,2023-09-09 17:36:00,DDoS,Network Router,High,1364,Brazil,Tech,45.32,Resolved,172103.44,6958.65,DNS,192.168.181.133,10.0.216.168,No
INC-10161,2023-06-06 05:55:00,SQL Injection,End-User System,Critical,306,India,Government,443.24,Resolved,849730.76,1637.26,DNS,192.168.165.135,10.0.45.188,Yes
INC-10162,2023-04-07 10:49:00,Malware,End-User System,High,567,India,Retail,215.25,Resolved,197976.56,3342.18,UDP,192.168.124.195,10.0.205.246,Yes
INC-10163,2023-09-06 01:15:00,SQL Injection,IoT Device,Medium,328,Germany,Tech,334.65,Unresolved,605950.86,6719.6,DNS,192.168.24.237,10.0.0.142,Yes
INC-10164,2023-01-17 01:16:00,Man-in-the-Middle,IoT Device,Medium,1329,UK,Manufacturing,405.87,Unresolved,652298.23,96.2,HTTPS,192.168.207.88,10.0.164.109,Yes
INC-10165,2023-09-30 22:02:00,SQL Injection,Network Router,High,535,UK,Finance,393.23,Unresolved,901807.22,4893.26,HTTP,192.168.101.197,10.0.170.14,No
INC-10166,2023-12-03 07:36:00,Phishing,Cloud Infrastructure,High,1136,Canada,Education,262.4,Resolved,972064.71,903.44,HTTPS,192.168.216.142,10.0.45.157,Yes
INC-10167,2023-01-11 01:07:00,Ransomware,Network Router,Critical,1039,Brazil,Healthcare,236.25,Resolved,769457.36,4055.53,HTTPS,192.168.216.191,10.0.94.93,Yes
INC-10168,2023-08-01 15:19:00,Ransomware,IoT Device,Medium,581,Canada,Retail,135.73,Unresolved,369100.65,8901.31,SMTP,192.168.170.51,10.0.27.30,Yes
INC-10169,2023-02-26 10:04:00,SQL Injection,Web Server,Critical,1381,Germany,Education,151.24,Unresolved,479015.98,4078.37,HTTPS,192.168.221.41,10.0.193.10,Yes
INC-10170,2023-05-21 04:44:00,DDoS,Database,Medium,20,Brazil,Finance,340.56,Resolved,772996.76,981.75,HTTPS,192.168.110.211,10.0.186.104,Yes
INC-10171,2023-11-19 18:05:00,SQL Injection,Network Router,Critical,741,China,Tech,75.66,Unresolved,997442.53,5626.4,SMTP,192.168.54.43,10.0.174.174,No
INC-10172,2023-11-08 14:14:00,Ransomware,Web Server,High,92,Brazil,Finance,495.38,Resolved,998266.4,5853.01,HTTP,192.168.37.175,10.0.133.75,No
INC-10173,2023-06-08 16:52:00,DDoS,Database,Medium,1337,Australia,Manufacturing,87.61,Unresolved,259951.3,3082.72,HTTP,192.168.28.217,10.0.50.148,No
INC-10174,2023-05-08 17:47:00,Malware,Cloud Infrastructure,Medium,954,Brazil,Manufacturing,493.79,Unresolved,644779.72,5756.51,HTTPS,192.168.177.61,10.0.101.69,No
INC-10175,2023-12-29 18:56:00,Brute Force,IoT Device,Low,875,China,Retail,243.03,Unresolved,421178.22,782.13,HTTPS,192.168.133.16,10.0.218.175,Yes
INC-10176,2023-12-09 06:47:00,SQL Injection,Web Server,Critical,947,France,Healthcare,157.67,Unresolved,196636.39,8755.29,HTTP,192.168.58.133,10.0.226.248,Yes
INC-10177,2023-12-22 14:06:00,DDoS,End-User System,Critical,1399,Brazil,Finance,139.81,Unresolved,482264.44,8077.37,SMTP,192.168.45.82,10.0.36.147,Yes
INC-10178,2023-08-15 02:39:00,Man-in-the-Middle,IoT Device,Medium,1301,Germany,Tech,343.98,Unresolved,471577.74,1890.75,TCP,192.168.89.238,10.0.15.131,No
INC-10179,2023-09-07 19:15:00,SQL Injection,IoT Device,Critical,245,Australia,Finance,385.01,Unresolved,665940.64,5019.82,HTTP,192.168.23.219,10.0.233.180,No
INC-10180,2023-01-08 06:25:00,Brute Force,Web Server,Medium,741,India,Healthcare,187.44,Resolved,673413.79,1373.59,HTTP,192.168.253.136,10.0.156.252,No
INC-10181,2023-10-03 15:15:00,DDoS,End-User System,Low,1027,China,Healthcare,320.87,Resolved,468579.61,3193.25,HTTPS,192.168.10.140,10.0.212.197,No
INC-10182,2023-08-02 11:09:00,DDoS,Web Server,Medium,560,Australia,Retail,486.8,Unresolved,187540.97,1564.95,UDP,192.168.178.154,10.0.82.153,No
INC-10183,2023-06-22 14:50:00,Malware,Web Server,High,837,UK,Healthcare,155.52,Resolved,115410.61,2638.81,ICMP,192.168.137.234,10.0.23.17,No
INC-10184,2023-01-26 18:36:00,SQL Injection,End-User System,High,987,France,Government,398.56,Resolved,936188.26,1670.06,HTTP,192.168.116.138,10.0.117.6,No
INC-10185,2023-06-04 21:27:00,DDoS,Network Router,Low,381,Germany,Tech,108.64,Resolved,662937.68,2645.54,ICMP,192.168.65.222,10.0.49.176,No
INC-10186,2023-07-26 18:26:00,DDoS,Network Router,Medium,383,Brazil,Healthcare,158.86,Unresolved,476341.13,6133.0,HTTP,192.168.168.251,10.0.251.48,Yes
INC-10187,2023-05-03 12:39:00,Ransomware,Network Router,Medium,928,Germany,Government,170.22,Resolved,459284.04,8869.7,HTTPS,192.168.123.127,10.0.187.230,No
INC-10188,2023-08-13 16:44:00,Brute Force,IoT Device,Medium,570,USA,Manufacturing,82.69,Unresolved,32876.43,164.21,UDP,192.168.51.124,10.0.9.153,Yes
INC-10189,2023-02-20 20:26:00,Malware,IoT Device,Low,1191,Germany,Retail,415.32,Resolved,720241.16,600.68,UDP,192.168.15.235,10.0.182.218,Yes
INC-10190,2023-10-16 20:38:00,Malware,IoT Device,High,772,USA,Healthcare,468.02,Unresolved,823386.62,9800.95,DNS,192.168.146.190,10.0.62.128,Yes
INC-10191,2023-11-05 12:20:00,Ransomware,Web Server,High,1405,UK,Retail,121.45,Unresolved,885669.53,7953.34,HTTP,192.168.103.207,10.0.57.120,Yes
INC-10192,2023-11-13 06:39:00,Malware,Web Server,High,497,Australia,Education,445.89,Resolved,199399.51,4254.38,SMTP,192.168.247.66,10.0.31.186,Yes
INC-10193,2023-06-13 21:23:00,SQL Injection,Database,Medium,1164,Germany,Manufacturing,495.45,Unresolved,267514.71,5446.71,DNS,192.168.88.46,10.0.121.130,No
INC-10194,2023-05-15 12:59:00,Man-in-the-Middle,Cloud Infrastructure,Critical,79,USA,Finance,43.48,Resolved,891601.99,9120.91,HTTP,192.168.180.245,10.0.107.133,Yes
INC-10195,2023-04-08 10:27:00,Man-in-the-Middle,End-User System,Critical,1004,China,Healthcare,383.65,Resolved,659233.42,2794.51,ICMP,192.168.23.36,10.0.160.184,Yes
INC-10196,2023-07-27 12:18:00,Man-in-the-Middle,IoT Device,High,811,Germany,Manufacturing,416.81,Unresolved,997623.65,6257.18,UDP,192.168.59.12,10.0.247.250,No
INC-10197,2023-05-12 10:42:00,SQL Injection,Network Router,Medium,744,Brazil,Healthcare,10.86,Resolved,698500.97,7737.07,ICMP,192.168.125.202,10.0.238.227,Yes
INC-10198,2023-08-07 04:20:00,SQL Injection,Cloud Infrastructure,Medium,686,USA,Tech,406.12,Resolved,198105.09,4141.05,ICMP,192.168.85.191,10.0.234.117,Yes
INC-10199,2023-05-15 10:51:00,Man-in-the-Middle,IoT Device,High,1031,Germany,Government,341.14,Resolved,823030.85,8215.11,TCP,192.168.78.226,10.0.228.242,No
INC-10200,2023-06-08 19:19:00,DDoS,End-User System,Low,448,China,Government,43.76,Resolved,443739.48,5585.42,DNS,192.168.245.195,10.0.11.5,Yes
INC-10201,2023-06-13 13:29:00,Brute Force,IoT Device,Low,546,France,Retail,180.67,Resolved,841563.73,9516.87,ICMP,192.168.147.132,10.0.163.39,Yes
INC-10202,2023-05-09 14:17:00,Phishing,Database,Medium,724,Australia,Government,492.63,Unresolved,429416.48,2594.65,HTTP,192.168.212.103,10.0.212.38,No
INC-10203,2023-04-09 13:46:00,SQL Injection,End-User System,High,990,China,Tech,173.91,Resolved,201506.55,6284.5,ICMP,192.168.102.63,10.0.109.243,No
INC-10204,2023-09-05 19:42:00,Malware,Cloud Infrastructure,Critical,746,India,Education,76.1,Resolved,481638.87,1274.01,DNS,192.168.153.180,10.0.14.93,Yes
INC-10205,2023-02-13 23:50:00,Phishing,IoT Device,High,488,India,Manufacturing,481.26,Unresolved,538817.81,2128.56,TCP,192.168.65.65,10.0.163.208,Yes
INC-10206,2023-02-01 19:04:00,Man-in-the-Middle,End-User System,Medium,1140,France,Education,116.17,Unresolved,965870.33,3502.58,HTTPS,192.168.27.13,10.0.208.124,No
INC-10207,2023-11-10 17:00:00,DDoS,End-User System,Critical,992,USA,Retail,302.95,Resolved,685503.4,4672.25,TCP,192.168.172.57,10.0.103.147,Yes
INC-10208,2023-09-17 08:37:00,Ransomware,IoT Device,Medium,1300,China,Finance,219.49,Resolved,436103.28,3711.43,ICMP,192.168.89.204,10.0.114.179,No
INC-10209,2023-03-05 14:04:00,Malware,Database,Low,607,Brazil,Manufacturing,266.02,Unresolved,672448.75,8126.8,TCP,192.168.143.54,10.0.178.123,Yes
INC-10210,2023-09-26 01:16:00,Man-in-the-Middle,Web Server,Low,40,UK,Healthcare,287.86,Resolved,131433.01,7018.42,HTTP,192.168.59.202,10.0.46.254,No
INC-10211,2023-03-10 18:34:00,Brute Force,Network Router,High,437,Brazil,Healthcare,41.67,Resolved,357874.24,2539.6,HTTP,192.168.180.144,10.0.167.180,No
INC-10212,2023-04-14 16:03:00,Malware,Cloud Infrastructure,Medium,641,France,Healthcare,188.01,Unresolved,38614.95,2396.13,HTTPS,192.168.26.47,10.0.204.228,Yes
INC-10213,2023-08-03 16:27:00,Brute Force,Web Server,Medium,1242,UK,Government,233.8,Resolved,596800.39,6373.14,SMTP,192.168.87.236,10.0.23.148,Yes
INC-10214,2023-03-21 04:13:00,Phishing,Web Server,Critical,509,Russia,Tech,39.89,Resolved,618947.92,233.28,ICMP,192.168.51.169,10.0.110.0,Yes
INC-10215,2023-01-08 06:34:00,Brute Force,End-User System,Medium,74,India,Healthcare,397.41,Unresolved,78384.39,3692.98,SMTP,192.168.130.205,10.0.200.197,No
INC-10216,2023-08-31 19:44:00,Phishing,Database,Low,508,India,Retail,225.19,Unresolved,696746.98,1206.26,DNS,192.168.8.126,10.0.239.23,No
INC-10217,2023-02-09 14:03:00,Brute Force,Network Router,Medium,1332,Australia,Manufacturing,362.73,Unresolved,589361.43,4209.43,DNS,192.168.177.184,10.0.48.138,No
INC-10218,2023-08-24 19:44:00,DDoS,IoT Device,Medium,1369,UK,Healthcare,313.72,Unresolved,38401.47,3432.87,UDP,192.168.6.235,10.0.158.24,No
INC-10219,2023-09-05 08:25:00,Man-in-the-Middle,End-User System,Medium,1430,Russia,Healthcare,423.45,Unresolved,785026.85,8838.54,ICMP,192.168.134.95,10.0.196.21,No
INC-10220,2023-05-08 07:53:00,SQL Injection,IoT Device,Low,1435,India,Healthcare,240.51,Resolved,650327.5,8007.44,HTTP,192.168.102.160,10.0.197.64,No
INC-10221,2023-05-01 10:26:00,Phishing,Web Server,Low,975,Australia,Healthcare,371.67,Unresolved,467264.75,5802.22,UDP,192.168.122.24,10.0.167.110,Yes
INC-10222,2023-02-22 01:44:00,Phishing,Cloud Infrastructure,High,558,UK,Tech,194.56,Unresolved,765473.41,6547.47,TCP,192.168.169.178,10.0.193.163,Yes
INC-10223,2023-10-29 10:46:00,Ransomware,IoT Device,High,559,Russia,Healthcare,270.08,Unresolved,75373.11,4224.58,SMTP,192.168.187.218,10.0.79.51,Yes
INC-10224,2023-09-01 11:37:00,Brute Force,End-User System,Critical,822,UK,Healthcare,294.36,Unresolved,796147.09,4334.64,UDP,192.168.132.139,10.0.202.13,Yes
INC-10225,2023-06-21 13:17:00,Brute Force,End-User System,High,485,Germany,Retail,456.1,Resolved,923736.53,6331.72,TCP,192.168.244.89,10.0.250.102,No
INC-10226,2023-02-17 01:46:00,SQL Injection,Web Server,Low,32,India,Education,333.57,Unresolved,497275.56,2879.56,HTTP,192.168.210.246,10.0.126.159,No
INC-10227,2023-02-26 18:03:00,SQL Injection,End-User System,Critical,486,Canada,Finance,365.16,Unresolved,25245.22,60.22,ICMP,192.168.55.119,10.0.254.204,Yes
INC-10228,2023-09-21 13:15:00,Man-in-the-Middle,IoT Device,Medium,575,USA,Education,128.45,Unresolved,50647.55,4787.57,SMTP,192.168.105.88,10.0.246.252,Yes
INC-10229,2023-06-05 23:09:00,Brute Force,End-User System,Critical,761,China,Tech,78.42,Unresolved,507966.52,2495.42,TCP,192.168.56.176,10.0.251.143,No
INC-10230,2023-03-30 15:05:00,Malware,IoT Device,Medium,1262,USA,Government,198.26,Unresolved,232488.13,534.51,HTTPS,192.168.0.176,10.0.64.170,Yes
INC-10231,2023-05-23 12:04:00,Phishing,Network Router,Critical,398,Germany,Retail,290.95,Unresolved,583417.44,9494.77,UDP,192.168.36.12,10.0.188.174,No
INC-10232,2023-02-17 21:38:00,Malware,Database,Critical,823,UK,Manufacturing,162.21,Unresolved,145104.86,8326.4,UDP,192.168.254.187,10.0.225.189,Yes
INC-10233,2023-09-02 15:57:00,Man-in-the-Middle,Network Router,Medium,1036,Russia,Education,316.52,Resolved,226653.32,4872.48,SMTP,192.168.0.26,10.0.23.59,Yes
INC-10234,2023-11-23 19:28:00,Ransomware,Cloud Infrastructure,Medium,528,France,Education,203.66,Unresolved,80289.8,5778.64,HTTP,192.168.245.219,10.0.57.169,No
INC-10235,2023-10-12 11:55:00,DDoS,Web Server,Low,180,France,Manufacturing,326.82,Unresolved,384489.4,7899.9,TCP,192.168.174.88,10.0.207.220,No
INC-10236,2023-11-28 10:56:00,SQL Injection,Web Server,High,141,UK,Tech,365.51,Resolved,986157.16,823.71,TCP,192.168.29.81,10.0.54.192,Yes
INC-10237,2023-03-29 22:58:00,Phishing,Network Router,Low,743,Australia,Manufacturing,182.6,Unresolved,115672.52,3453.04,TCP,192.168.167.20,10.0.112.214,No
INC-10238,2023-06-20 19:06:00,Malware,End-User System,High,142,UK,Retail,359.51,Unresolved,455114.94,3184.93,SMTP,192.168.249.25,10.0.208.246,No
INC-10239,2023-01-23 11:47:00,Phishing,Web Server,Low,1107,Brazil,Education,343.08,Unresolved,140120.35,9473.24,HTTPS,192.168.69.40,10.0.148.44,Yes
INC-10240,2023-08-05 05:26:00,Malware,Network Router,Medium,561,France,Manufacturing,450.0,Unresolved,794114.54,727.54,TCP,192.168.143.79,10.0.249.216,Yes
INC-10241,2023-01-30 11:06:00,Brute Force,Database,Low,1122,India,Finance,225.72,Unresolved,338003.52,4013.03,HTTP,192.168.95.109,10.0.56.8,Yes
INC-10242,2023-05-07 19:08:00,SQL Injection,Web Server,Critical,929,USA,Tech,132.65,Unresolved,382708.75,6116.47,UDP,192.168.247.1,10.0.239.6,Yes
INC-10243,2023-05-02 19:59:00,Man-in-the-Middle,Cloud Infrastructure,Medium,1158,USA,Education,315.35,Resolved,531712.86,4261.77,TCP,192.168.124.157,10.0.205.132,No
INC-10244,2023-08-27 16:03:00,DDoS,Cloud Infrastructure,Medium,897,Germany,Finance,344.53,Unresolved,88286.79,7170.44,UDP,192.168.89.225,10.0.236.95,No
INC-10245,2023-01-11 19:49:00,Brute Force,IoT Device,Low,70,Russia,Government,392.5,Unresolved,214856.39,3896.37,HTTP,192.168.210.19,10.0.115.248,Yes
INC-10246,2023-10-21 19:49:00,Ransomware,Network Router,Low,846,France,Retail,74.79,Resolved,822640.24,9651.31,HTTP,192.168.0.74,10.0.11.39,Yes
INC-10247,2023-10-22 22:06:00,DDoS,Network Router,High,1304,UK,Education,274.03,Unresolved,596190.41,6679.73,HTTPS,192.168.6.49,10.0.152.4,Yes
INC-10248,2023-01-04 23:07:00,Malware,Web Server,High,1240,France,Retail,494.88,Unresolved,328855.25,2144.76,DNS,192.168.224.75,10.0.106.22,Yes
INC-10249,2023-09-24 02:38:00,Phishing,End-User System,Low,202,UK,Finance,43.94,Unresolved,641492.6,4989.9,HTTP,192.168.72.75,10.0.99.213,No
INC-10250,2023-06-30 19:51:00,Malware,IoT Device,Medium,338,Germany,Tech,236.65,Unresolved,596114.94,1959.77,UDP,192.168.228.167,10.0.198.102,No
INC-10251,2023-07-24 18:29:00,Malware,Database,High,1006,Germany,Healthcare,299.95,Unresolved,896630.81,311.99,UDP,192.168.232.237,10.0.58.98,Yes
INC-10252,2023-10-14 08:59:00,Ransomware,Database,High,777,Germany,Healthcare,417.41,Unresolved,476399.28,2833.72,SMTP,192.168.151.132,10.0.150.29,Yes
INC-10253,2023-06-13 11:32:00,Malware,Network Router,High,1439,Canada,Manufacturing,93.75,Resolved,290718.64,1709.7,HTTP,192.168.118.230,10.0.121.140,No
INC-10254,2023-10-02 04:11:00,DDoS,Network Router,Medium,486,Brazil,Government,104.77,Resolved,401183.27,6508.0,DNS,192.168.63.80,10.0.100.174,Yes
INC-10255,2023-01-24 18:17:00,DDoS,IoT Device,Low,1256,China,Manufacturing,48.82,Unresolved,5423.45,6456.76,HTTP,192.168.64.242,10.0.101.65,No
INC-10256,2023-09-13 07:19:00,DDoS,Cloud Infrastructure,Medium,122,China,Manufacturing,152.21,Unresolved,251492.1,1410.21,HTTP,192.168.120.220,10.0.228.131,No
INC-10257,2023-08-20 08:18:00,DDoS,Database,Critical,521,UK,Healthcare,362.3,Unresolved,75968.24,6394.39,TCP,192.168.126.185,10.0.191.229,Yes
INC-10258,2023-03-15 19:07:00,DDoS,Web Server,Low,162,Russia,Healthcare,145.2,Unresolved,75391.32,6979.06,UDP,192.168.242.28,10.0.46.75,Yes
INC-10259,2023-03-14 00:15:00,Man-in-the-Middle,Cloud Infrastructure,Critical,99,USA,Retail,144.94,Unresolved,104174.43,784.0,UDP,192.168.201.44,10.0.71.246,Yes
INC-10260,2023-12-28 00:01:00,DDoS,Database,Low,579,Brazil,Tech,18.91,Unresolved,739320.58,4551.56,HTTP,192.168.57.127,10.0.163.31,Yes
INC-10261,2023-01-21 02:27:00,Phishing,Cloud Infrastructure,Low,868,Brazil,Manufacturing,249.4,Unresolved,629587.4,5436.24,UDP,192.168.60.212,10.0.220.188,No
INC-10262,2023-01-07 14:20:00,SQL Injection,Cloud Infrastructure,High,575,Australia,Education,382.02,Resolved,484962.17,4690.71,UDP,192.168.5.229,10.0.125.28,No
INC-10263,2023-06-08 06:42:00,Ransomware,Database,Critical,504,France,Manufacturing,4.37,Resolved,31742.98,8915.53,HTTP,192.168.246.108,10.0.50.116,No
INC-10264,2023-07-01 18:36:00,Brute Force,Database,Critical,781,Australia,Retail,271.53,Resolved,828617.86,6807.65,TCP,192.168.157.44,10.0.250.23,Yes
INC-10265,2023-07-26 16:57:00,Brute Force,IoT Device,Low,1410,Brazil,Retail,208.24,Resolved,226886.42,6360.86,HTTP,192.168.204.168,10.0.176.236,Yes
INC-10266,2023-04-06 23:50:00,SQL Injection,Web Server,High,646,India,Manufacturing,10.87,Unresolved,666536.44,1411.4,TCP,192.168.21.160,10.0.170.150,No
INC-10267,2023-05-02 17:50:00,Man-in-the-Middle,Database,Low,1207,Australia,Manufacturing,309.84,Resolved,254316.23,151.59,ICMP,192.168.201.124,10.0.246.252,Yes
INC-10268,2023-02-09 12:15:00,Man-in-the-Middle,End-User System,Critical,1155,USA,Manufacturing,423.39,Resolved,732559.95,461.67,HTTP,192.168.87.80,10.0.34.9,Yes
INC-10269,2023-12-18 03:41:00,DDoS,End-User System,Medium,1209,USA,Government,43.16,Resolved,696132.29,9280.47,DNS,192.168.45.94,10.0.238.149,Yes
INC-10270,2023-09-18 09:51:00,DDoS,IoT Device,Medium,64,India,Finance,471.41,Unresolved,129978.78,8273.07,HTTP,192.168.155.102,10.0.112.144,Yes
INC-10271,2023-03-07 07:40:00,SQL Injection,Database,Critical,766,USA,Government,64.52,Resolved,989011.58,1153.19,HTTP,192.168.6.67,10.0.73.8,No
INC-10272,2023-12-13 23:58:00,SQL Injection,Network Router,Low,288,UK,Tech,411.81,Unresolved,664129.41,4178.71,HTTPS,192.168.175.68,10.0.21.191,No
INC-10273,2023-04-28 13:25:00,Malware,Network Router,Medium,849,China,Government,108.81,Resolved,584105.82,2034.16,UDP,192.168.152.19,10.0.170.0,Yes
INC-10274,2023-07-05 13:35:00,DDoS,Database,High,1192,UK,Retail,9.62,Unresolved,607213.32,3918.13,HTTPS,192.168.82.74,10.0.134.20,No
INC-10275,2023-06-20 11:22:00,DDoS,Network Router,Low,1009,USA,Government,445.72,Resolved,761056.45,8327.09,HTTP,192.168.222.122,10.0.83.31,Yes
INC-10276,2023-04-26 01:33:00,Ransomware,Database,High,605,China,Retail,379.43,Resolved,798930.65,9396.8,ICMP,192.168.239.71,10.0.185.16,Yes
INC-10277,2023-04-08 21:39:00,Phishing,End-User System,High,213,UK,Finance,308.75,Unresolved,271147.68,839.78,UDP,192.168.146.180,10.0.225.219,No
INC-10278,2023-08-30 17:03:00,Malware,Cloud Infrastructure,Low,778,France,Education,51.93,Resolved,961186.13,1859.28,HTTP,192.168.161.23,10.0.163.66,Yes
INC-10279,2023-10-08 20:02:00,DDoS,Network Router,High,1240,Australia,Education,292.39,Resolved,353761.0,7448.03,HTTPS,192.168.232.68,10.0.249.49,Yes
INC-10280,2023-05-27 19:41:00,Malware,IoT Device,High,1406,France,Government,331.82,Unresolved,466889.74,3153.69,HTTP,192.168.56.103,10.0.151.164,No
INC-10281,2023-01-15 17:35:00,Brute Force,Web Server,Low,36,USA,Manufacturing,436.91,Resolved,715201.72,2988.31,DNS,192.168.86.106,10.0.145.26,No
INC-10282,2023-04-27 07:19:00,Man-in-the-Middle,Web Server,Medium,1262,France,Healthcare,329.3,Unresolved,69840.44,6116.49,DNS,192.168.72.26,10.0.192.194,No
INC-10283,2023-06-18 19:06:00,Man-in-the-Middle,Web Server,High,1210,Australia,Tech,27.6,Unresolved,643438.92,7884.14,UDP,192.168.201.98,10.0.90.153,No
INC-10284,2023-05-29 19:27:00,Ransomware,End-User System,High,1404,Canada,Manufacturing,239.45,Resolved,164076.82,8537.17,HTTP,192.168.46.31,10.0.45.150,No
INC-10285,2023-02-20 03:05:00,Ransomware,Cloud Infrastructure,Medium,1054,France,Education,213.22,Unresolved,889328.29,2129.21,HTTP,192.168.45.237,10.0.81.61,Yes
INC-10286,2023-04-11 22:32:00,Malware,Cloud Infrastructure,Critical,737,Brazil,Tech,149.28,Resolved,457181.46,6046.93,HTTP,192.168.152.107,10.0.7.57,Yes
INC-10287,2023-11-25 20:23:00,DDoS,Network Router,Medium,482,Germany,Education,38.65,Resolved,196063.7,487.13,TCP,192.168.217.245,10.0.26.93,No
INC-10288,2023-08-11 16:42:00,SQL Injection,Network Router,High,1045,UK,Government,413.41,Unresolved,456362.89,1826.67,DNS,192.168.31.12,10.0.44.61,Yes
INC-10289,2023-07-22 03:24:00,Phishing,Database,Low,1236,France,Retail,272.35,Unresolved,298540.18,1771.39,ICMP,192.168.141.71,10.0.166.104,No
INC-10290,2023-04-18 14:48:00,Phishing,End-User System,Critical,1179,Russia,Tech,300.71,Unresolved,164196.2,925.32,SMTP,192.168.161.107,10.0.33.196,No
INC-10291,2023-05-24 18:29:00,Phishing,IoT Device,Medium,236,France,Government,184.04,Unresolved,596126.26,8862.34,ICMP,192.168.225.220,10.0.72.119,No
INC-10292,2023-09-03 08:24:00,Man-in-the-Middle,End-User System,Critical,309,France,Education,15.64,Resolved,772575.8,5871.11,DNS,192.168.142.45,10.0.142.69,Yes
INC-10293,2023-01-08 19:05:00,Man-in-the-Middle,IoT Device,High,1335,UK,Tech,160.15,Unresolved,933749.38,3461.24,SMTP,192.168.149.166,10.0.167.229,Yes
INC-10294,2023-06-19 08:49:00,Ransomware,Network Router,Medium,937,France,Government,350.53,Resolved,585497.54,4603.14,ICMP,192.168.155.146,10.0.149.158,Yes
INC-10295,2023-10-02 22:31:00,Brute Force,Database,High,178,Canada,Government,301.52,Resolved,721332.53,5419.71,SMTP,192.168.206.44,10.0.176.0,Yes
INC-10296,2023-10-18 09:04:00,SQL Injection,Network Router,Critical,1255,Germany,Tech,232.11,Unresolved,374246.12,7745.07,HTTPS,192.168.121.250,10.0.77.114,No
INC-10297,2023-11-14 15:54:00,Ransomware,Database,Critical,967,USA,Manufacturing,324.02,Resolved,43474.83,9522.76,HTTPS,192.168.135.146,10.0.152.165,Yes
INC-10298,2023-11-19 09:04:00,Ransomware,End-User System,Medium,784,UK,Finance,51.88,Resolved,808930.51,2240.67,ICMP,192.168.91.147,10.0.239.102,Yes
INC-10299,2023-08-07 21:18:00,Brute Force,IoT Device,High,501,Russia,Healthcare,429.38,Unresolved,220313.86,4488.2,TCP,192.168.231.158,10.0.36.8,No
INC-10300,2023-05-14 04:29:00,Phishing,Network Router,Low,903,India,Tech,126.43,Unresolved,420129.35,5726.1,SMTP,192.168.37.202,10.0.210.177,No
INC-10301,2023-04-04 21:46:00,Ransomware,Web Server,Critical,641,China,Retail,5.23,Resolved,715684.46,2317.05,SMTP,192.168.164.249,10.0.27.15,Yes
INC-10302,2023-10-09 08:22:00,Ransomware,IoT Device,High,659,China,Retail,302.65,Unresolved,478487.71,7880.33,HTTP,192.168.3.243,10.0.35.133,Yes
INC-10303,2023-12-02 21:36:00,DDoS,Database,High,386,Germany,Tech,109.94,Resolved,241331.23,1922.91,TCP,192.168.15.177,10.0.217.85,Yes
INC-10304,2023-07-27 18:42:00,Brute Force,End-User System,Critical,1350,Australia,Healthcare,272.63,Unresolved,131783.73,1165.14,DNS,192.168.120.229,10.0.1.177,Yes
INC-10305,2023-08-16 21:18:00,DDoS,End-User System,Critical,515,Germany,Retail,344.48,Unresolved,129832.65,1280.76,TCP,192.168.64.199,10.0.141.233,No
INC-10306,2023-04-30 15:45:00,Ransomware,IoT Device,Low,401,Germany,Retail,97.65,Resolved,45562.67,5392.58,ICMP,192.168.142.66,10.0.10.65,Yes
INC-10307,2023-04-17 04:14:00,Man-in-the-Middle,End-User System,Low,98,Brazil,Manufacturing,232.25,Unresolved,709662.46,9074.69,TCP,192.168.153.9,10.0.92.77,Yes
INC-10308,2023-05-18 06:30:00,Brute Force,Database,Medium,125,Canada,Education,261.83,Resolved,796895.7,7342.4,SMTP,192.168.128.61,10.0.161.194,Yes
INC-10309,2023-06-22 09:25:00,DDoS,IoT Device,High,906,USA,Retail,386.96,Unresolved,671498.06,7442.31,TCP,192.168.31.3,10.0.96.219,No
INC-10310,2023-05-01 16:23:00,Man-in-the-Middle,End-User System,Critical,271,Canada,Manufacturing,143.65,Unresolved,437274.73,1783.58,TCP,192.168.34.108,10.0.134.25,Yes
INC-10311,2023-04-23 13:14:00,Malware,Network Router,Low,1377,Russia,Government,256.67,Unresolved,724900.88,3353.71,SMTP,192.168.230.226,10.0.230.219,Yes
INC-10312,2023-05-07 09:55:00,Brute Force,Network Router,High,517,Germany,Finance,38.99,Unresolved,239243.01,8205.29,UDP,192.168.234.114,10.0.54.146,Yes
INC-10313,2023-12-30 07:03:00,Phishing,Database,Medium,538,Brazil,Tech,8.21,Unresolved,600421.29,4779.99,SMTP,192.168.251.206,10.0.40.73,No
INC-10314,2023-02-23 01:48:00,DDoS,Network Router,High,1009,France,Education,395.14,Unresolved,308902.27,6594.61,ICMP,192.168.255.170,10.0.219.54,No
INC-10315,2023-12-15 20:23:00,Brute Force,Cloud Infrastructure,Medium,661,China,Finance,378.87,Resolved,367494.73,9726.7,TCP,192.168.139.3,10.0.179.74,No
INC-10316,2023-03-02 12:30:00,Man-in-the-Middle,Database,High,123,Canada,Manufacturing,289.02,Unresolved,547984.7,5331.81,UDP,192.168.168.79,10.0.204.214,No
